"author_id","author_name"
"17597","John Howard Payne"
"4269","John Howard Yoder"
"14378","John Hunter"
"13570","John Hutnyk"
"12710","John Irving"
"13330","John Ishiyama"
"5225","John J Collins"
"7081","John J. Collins"
"3818","John J. Convey"
"12227","John J. Gallagher"
"5347","John J. Kucich"
"4923","John J. McCarthy"
"3037","John J. McNeill"
"17509","John J. Michalczyk"
"13605","John J. O'Donnell"
"2223","John J. Piderit"
"13599","John J. Thatamanil"
"11761","John Jackman"
"17309","John Jacob Schlicher"
"5445","John Jason Wilson"
"17783","John Jay Chapman"
"6916","John Jelley"
"6074","John K. Noyes"
"9371","John Kachuba"
"11892","John Keane"
"204","John Keel"
"17918","John Keisling"
"12373","John Kennedy"
"9391","John Kiess"
"8563","John Kimball"
"4126","John Kreiser"
"4262","John Kronen"
"6018","John L Guerra"
"7570","John L. Esposito"
"13078","John L. Heilbron"
"20649","John L. Ingraham"
"16453","John L. Moles"
"20082","John L. Pollock"
"6264","John Langan"
"983","John Langer"
"8052","John Langran"
"11513","John Langton"
"14310","John Larson"
"8334","John LeMay"
"6408","John Leahy"
"16100","John Leeson"
"9179","John Leonard"
"6600","John Lewis"
"8745","John Lewis Gaddis"
"20214","John Lindsay"
"20370","John Lippmann"
"3496","John Liptay"
"12180","John Lloyd"
"14598","John Loadman"
"1897","John Locke"
"18446","John Louis DiGaetani"
"8491","John Lucas"
"16022","John Luckner"
"249","John Lundberg"
"15482","John Lupinacci"
"1504","John M Gregory"
"13555","John M Hanson"
"14411","John M Pearson"
"2732","John M Petkevich"
"3501","John M Prior"
"11490","John M Thompson"
"16037","John M. Bullitt"
"17510","John M. Clum"
"6899","John M. Dillon"
"3111","John M. Haar"
"19167","John M. Henshaw"
"8934","John M. Logsdon"
"7205","John M. Novak"
"12048","John M. Steele"
"19274","John M. Wasson"
"11857","John Maag"
"14760","John MacArthur"
"5442","John MacKinnon"
"4771","John Mace"
"12009","John Mack"
"17675","John Malkovich"
"13977","John Mandel"
"4872","John Manning"
"12975","John Margolies"
"14551","John Mark Terry"
"19347","John Marson Dunaway"
"12916","John Matthias"
"3273","John Maxwell Coetzee"
"15666","John Mayher"
"18433","John McClellan Prather"
"9576","John McCook"
"709","John McCullough"
"5441","John McDermott"
"17622","John McGilchrist"
"12198","John McManners"
"6791","John McMillan"
"2664","John McPhee"
"13268","John McWhorter"
"15189","John Michael Barnes"
"2384","John Michael Greer"
"11334","John Michael Kohler Arts Center"
"20524","John Michell"
"9485","John Mikesell"
"14987","John Milbank"
"3704","John Milito"
"16587","John Millen"
"18438","John Miller"
"19016","John Mills"
"12181","John Mitchinson"
"4273","John Molony"
"4874","John Monahan"
"15040","John Monteith"
"7027","John Morgan"
"6159","John Morgan-Guy"
"4388","John Morrill"
"12741","John Moser"
"1788","John Moses"
"9837","John Motson"
"4988","John Muir"
"14484","John Mullaney"
"13525","John Mullarkey"
"19647","John Muxlow"
"1564","John N. Gardner"
"10295","John Nathan-Turner"
"5773","John Naylor"
"2003","John Netten Radcliffe"
"6969","John Newman"
"13232","John Nolte"
"4268","John Nugent"
"14088","John Ogilby"
"3044","John Olin"
"10076","John Ortved"
"17352","John Oxenford"
"15592","John P Correia"
"5074","John P. Babiarz"
"1670","John P. Davies"
"18788","John P. Miller"
"7688","John P. Welle"
"12460","John P. Wihbey"
"10733","John Parham"
"297","John Parker"
"448","John Pastermak"
"11841","John Paul Jones"
"16521","John Paul Lederach"
"11625","John Paxton Hall"
"17474","John Payne Collier"
"566","John Peaker"
"18237","John Pendergast"
"5890","John Piper"
"5270","John Polkinghorne"
"8887","John Pritchard"
"793","John Pugliano"
"20258","John Quay"
"11109","John Quinn"
"18204","John R Burkhart"
"12640","John R Costello"
"15929","John R McRae"
"11989","John R Stephenson"
"1433","John R. Meader"
"4590","John R. Searle"
"5790","John R. Silber"
"13689","John R. Taylor"
"18227","John R.P. McKenzie"
"21003","John Reader"
"7222","John Rember"
"19589","John Rich"
"19950","John Richard Langler"
"15480","John Richards"
"5646","John Richardson"
"3095","John Robert Christianson"
"2689","John Robert Colombo"
"4275","John Robison"
"14584","John Rossant"
"5168","John Ruskin"
"9052","John Russell"
"4838","John S Knox"
"6542","John S. Kloppenborg"
"9113","John S. Oliver"
"16568","John S. Wilkins"
"13552","John Salt"
"9231","John Salza"
"11013","John Samuel"
"11644","John Sangiovanni"
"2797","John Sayer"
"7640","John Scarborough"
"5626","John Scott"
"12606","John Seely Brown"
"15180","John Shedden"
"12140","John Shelton Lawrence"
"14312","John Skerchock"
"20511","John Smith"
"16638","John Smyth"
"19716","John Solow"
"10220","John Sorell"
"6967","John Stachel"
"1573","John Stanton"
"14677","John Steinbeck"
"14169","John Stenhouse"
"6351","John Stephen Farmer"
"15279","John Stephenson"
"17182","John Sterling"
"14207","John Stevenson"
"19811","John Stokes"
"8115","John Stuart Mill"
"15741","John Sullivan"
"3794","John Summers"
"13350","John Sutherland"
"4843","John Swinton"
"8662","John T Edge"
"9527","John T Markowski"
"18453","John T Shuften"
"17092","John T. Fishel"
"8231","John T. Maxwell"
"5157","John Taggart"
"12926","John Taylor Gatto"
"898","John Tierney"
"16948","John Todhunter"
"10459","John Travolta"
"10123","John Tulloch"
"12825","John Turner"
"5417","John Turnipseed"
"10927","John Updike"
"13205","John V. Fesko"
"17496","John Vacha"
"17791","John Van Brugh"
"2712","John Van Den Bercken"
"12580","John Van Engen"
"6392","John Van Sloten"
"7127","John Van Wyhe"
"8901","John Veitch"
"20604","John Veranth"
"14429","John Visser"
"12199","John Voll"
"13556","John W Davenport"
"8138","John W Harvey"
"11332","John W Hessler"
"18297","John W Kirk"
"11293","John W. Bertram"
"16820","John W. Fitzpatrick"
"1804","John W. Meyer"
"615","John W. Morehead"
"2063","John W. O'Malley"
"11662","John W. Schuster"
"12786","John W. Tweeddale"
"16675","John Warden"
"12970","John Warkentin"
"20896","John Warms"
"8474","John Washington"
"11295","John Waters"
"10757","John Watson"
"7616","John West"
"19966","John West-Burnham"
"18575","John Westland Marston"
"8680","John White"
"12067","John Whyte"
"10729","John Wilkins"
"8592","John William Donaldson"
"17822","John Willis"
"4565","John Wilson"
"466","John Wiseman"
"8755","John Woinarski"
"14499","John Woodward"
"7780","John Wukovitz"
"832","John Wyver"
"512","John Yacenda"
"12655","John Yandell"
"9742","John Yorke"
"15129","John Zada"
"6372","John a Chavez"
"11919","John von Heyking"
"15136","JohnPaul Nicholas"
"5450","Johnny Bower"
"2481","Johnny Ch Lok"
"20872","Johnny Giles"
"6013","Johnny Henderson"
"9050","Johnny Houser"
"19295","Johnny Saldana"
"13050","Johns Hopkins University"
"13495","Johnson Susan"
"13636","Joi Ito"
"7400","Jok Madut Jok"
"12863","Jolanta Glowacka"
"16753","Jolanta Piekarz"
"19771","Jolisa Gracewood"
"7765","Jolly Pages"
"16305","Jon Abbott"
"6019","Jon B Dalvy"
"19737","Jon Berry"
"19273","Jon Cohan"
"6051","Jon D. Levenson"
"15878","Jon D. Swartz"
"10255","Jon E. Lewis"
"10438","Jon Else"
"20738","Jon Ferguson"
"12795","Jon Harris"
"16173","Jon Jackson"
"20334","Jon Kear"
"7453","Jon Krosnick"
"20029","Jon Lindstrom"
"9378","Jon Mayled"
"3447","Jon Mee"
"1324","Jon Milan"
"4997","Jon Padgett"
"10232","Jon Pertwee"
"9555","Jon Preddle"
"9035","Jon Pressick"
"389","Jon Provost"
"12174","Jon Robinson"
"6866","Jon Ronson"
"18056","Jon S. Robbins"
"8989","Jon Saphier"
"20017","Jon Stallworthy"
"20372","Jon Van Zyle"
"12021","Jon Waldman"
"3059","Jonah Kalb"
"6231","Jonah Lehrer"
"19682","Jonas Boehm"
"10619","Jonatha A Brown"
"15561","Jonathan A. Grubb"
"7789","Jonathan A. Iggo"
"13000","Jonathan Abrams"
"12175","Jonathan Agnew"
"17099","Jonathan Allender-Zivic"
"4326","Jonathan B. Losos"
"18527","Jonathan Beck"
"967","Jonathan Bignell"
"10202","Jonathan Blum"
"17725","Jonathan Bolton"
"20059","Jonathan Boulter"
"17759","Jonathan Bowman"
"17516","Jonathan C. Friedman"
"7307","Jonathan C. Newell"
"1558","Jonathan Chamberlain"
"8951","Jonathan D. Moreno"
"9427","Jonathan Donner"
"75","Jonathan Downes"
"9117","Jonathan E. Helmreich"
"4190","Jonathan Edwards"
"14500","Jonathan Elphick"
"14304","Jonathan Etter"
"10869","Jonathan Fine"
"17086","Jonathan Gil Harris"
"8612","Jonathan Ginzburg"
"19710","Jonathan Glazzard"
"2652","Jonathan Green"
"20814","Jonathan Grooms"
"12794","Jonathan Haidt"
"13421","Jonathan Hammond"
"9906","Jonathan Havercroft"
"4252","Jonathan Hill"
"18282","Jonathan Holmes"
"20015","Jonathan I. Israel"
"6283","Jonathan J. Felix"
"19044","Jonathan Kalb"
"18698","Jonathan Kirsch"
"1931","Jonathan Laurence"
"10709","Jonathan Lethem"
"6779","Jonathan Losos"
"20921","Jonathan Lynn"
"14977","Jonathan M. Bloom"
"10186","Jonathan Margolis"
"7427","Jonathan Marks"
"16673","Jonathan Meades"
"310","Jonathan Melmoth"
"19397","Jonathan Miller"
"683","Jonathan Morris"
"20621","Jonathan Ott"
"18610","Jonathan Pitches"
"19472","Jonathan Post"
"9654","Jonathan Ross"
"3977","Jonathan S. West"
"6044","Jonathan Sacks"
"2818","Jonathan Santlofer"
"19435","Jonathan Savage"
"18234","Jonathan Sayer"
"5937","Jonathan Sheehan"
"19679","Jonathan Silvertown"
"1761","Jonathan Smith"
"10039","Jonathan Stamp"
"1901","Jonathan Sterne"
"7731","Jonathan Sutherland"
"2908","Jonathan VanAntwerpen"
"9430","Jonathan W Keohane"
"9317","Jonathan Webster"
"13813","Jonathan Y. Tan"
"15490","Jonathan a Fink"
"10596","Jonathon Boyarin"
"6220","Jonathon Gatehouse"
"7772","Jonathon Jackson"
"2398","Jonathon Ray Spinney"
"4763","Jonathon Ryan"
"3830","Jonathon Swift"
"4903","Jong-Bok Kim"
"252","Joni Mayhan"
"14287","Joni Stallworth"
"9092","Jonno Gibbins"
"3870","Joop Van Montfoort"
"16778","Jordan Cooper"
"4881","Jordan Frith"
"18334","Jordan Harrison"
"20274","Jordan Hofer"
"16079","Jordan Maxwell"
"13799","Jordan Paper"
"18515","Jordan Schildcrout"
"17369","Jordan Toney"
"7078","Jordan-Trexler Professor of Religion Gerald R McDermott"
"3610","Jordannah Elizabeth"
"2849","Jordi Costa"
"6672","Jordi Doce"
"14936","Jordi Falguera"
"2848","Jordi Gracia"
"8425","Jordi Indurain"
"12516","Jordi Lopez Monedero"
"16754","Jordi Vigue"
"17075","Jorge Dubatti"
"62","Jorge E. Gonzalez"
"13881","Jorge Edwards"
"5180","Jorge Herralde"
"14307","Jorge Mari"
"1651","Jorge Mario Bergoglio"
"10090","Jorge Nielsen"
"6661","Jorge Seca"
"2282","Jorn Lyseggen"
"8184","Jorn Werdelin"
"19326","Jos E Pamias Ruiz"
"3601","Jos M. Blommaert"
"7867","Jos' Mel'ndez"
"1418","Jos. N. A. van Oosten"
"8317","Jose (ed.) Teruel"
"2855","Jose Antonio Marina"
"2452","Jose Carlos Prado Alonso"
"1963","Jose Gomez Asencio"
"8972","Jose Ignacio Hualde"
"5711","Jose Ingenieros"
"17317","Jose L De Navas"
"19493","Jose Lezama Lima"
"15827","Jose Luis Leyva"
"13515","Jose Luis Sansans"
"9021","Jose Luis Villacanas Berlanga"
"11271","Jose M Oliver"
"8328","Jose M. Diego"
"20425","Jose M. Gomez Duran"
"13913","Jose Manuel Frias"
"14292","Jose Manuel Moreno"
"12700","Jose Manuel Pedrosa"
"8674","Jose Mar Sanchez de Toca"
"5344","Jose Maria Merino"
"6848","Jose Maria Prieto Zamora"
"12703","Jose Marmol"
"3831","Jose Marti"
"6657","Jose Marti y Perez"
"12529","Jose Melendez"
"20758","Jose Prendes"
"15701","Jose Ramon Monreal"
"6541","Jose Tolentino Mendonca"
"19673","Jose Van Dijck"
"16221","Josef G Mitterer"
"20832","Josef Griesbeck"
"5268","Josef Parnas"
"12345","Josep Tarragona I Castells"
"5913","Joseph A Marchal"
"9538","Joseph A. Butta Jr."
"4257","Joseph A. Fitzgerald"
"17384","Joseph Addison"
"18140","Joseph Alois Daisenberger"
"20803","Joseph B. Lumpkin"
"35","Joseph Barber Lightfoot"
"11448","Joseph Biddulph"
"5170","Joseph Blotner"
"3484","Joseph Bolin"
"4175","Joseph Bosworth"
"3495","Joseph Boyle"
"14446","Joseph Brodsky"
"9376","Joseph C Sturgeon II"
"479","Joseph C. Stewart"
"12254","Joseph Campana"
"19997","Joseph Cherian"
"10791","Joseph Chinyong Liow"
"2186","Joseph Conrad"
"18651","Joseph D. Straubhaar"
"10656","Joseph De Kelaita"
"20072","Joseph Donohue"
"11048","Joseph Dumit"
"2310","Joseph E. Grady"
"6747","Joseph E. Harmon"
"14625","Joseph Enthoffer"
"1488","Joseph Epstein"
"16771","Joseph F Dumond"
"1463","Joseph F. Murphy"
"1070","Joseph Featherstone"
"3154","Joseph Flammer"
"1812","Joseph Flammer & Diane Hill"
"5160","Joseph Frank"
"8037","Joseph Franke"
"11790","Joseph Franklin Rutherford"
"526","Joseph Fusco"
"9470","Joseph Gafaranga"
"14819","Joseph Galasso"
"9890","Joseph Gatto"
"4155","Joseph Goldstein"
"17343","Joseph Graves"
"3306","Joseph Gray"
"6391","Joseph H Hellerman"
"17079","Joseph Harris"
"17104","Joseph Hatton"
"17174","Joseph Henry Beale"
"19290","Joseph Holloway"
"19949","Joseph Hughes"
"1008","Joseph I. Goldstein"
"764","Joseph J. Corn"
"5712","Joseph J. Darowski"
"20006","Joseph J. Moldenhauer"
"5805","Joseph Jackson"
"5353","Joseph Jao-Yiu Sung"
"18486","Joseph Jarrett"
"13108","Joseph Jones"
"9331","Joseph Kerman"
"4177","Joseph Lawson Sisson"
"7241","Joseph Lewis"
"8888","Joseph M Holden"
"722","Joseph M. Deye"
"11042","Joseph M. Gabriel"
"3054","Joseph M. Murphy"
"13589","Joseph M. Valenzano III"
"550","Joseph Maddrey"
"10129","Joseph Man Chan"
"15650","Joseph Martin Kronheim"
"8048","Joseph Masters"
"5393","Joseph McCabe"
"19037","Joseph McVeigh"
"13233","Joseph Needham"
"16786","Joseph Nieforth"
"16291","Joseph Oldham"
"9431","Joseph P Foy"
"12226","Joseph P Hradisky Jr"
"7661","Joseph P McDonald"
"20487","Joseph P. Christopher"
"16483","Joseph P. Farell"
"16","Joseph P. Farrell"
"127","Joseph P. Laycock"
"18440","Joseph Patrat Inchbald"
"5828","Joseph Pearce"
"2950","Joseph Peet"
"8678","Joseph Perez"
"4087","Joseph Pio Asterita"
"14632","Joseph Priestley"
"1003","Joseph R. Michael"
"19692","Joseph Raymond"
"18077","Joseph Roach"
"20163","Joseph Romain"
"16241","Joseph Roth"
"17190","Joseph Schroeder"
"1640","Joseph Seckbach"
"15366","Joseph Sievers"
"6258","Joseph Silk"
"11005","Joseph Sturgeon"
"10214","Joseph Sugarman"
"1149","Joseph Taylor"
"12193","Joseph Telushkin"
"19910","Joseph Tendler"
"15825","Joseph W Ballantine"
"13885","Joseph W. Polisi"
"17330","Joseph Whitton"
"1583","Joseph Wright"
"12394","Joseph Ziegler"
"10941","Josephine Aruoriwo Diete-Spiff Hrm"
"4581","Josephine Booth"
"12089","Josephine Fleming"
"17858","Josephine Preston Peabody"
"10069","Josh Bernstein"
"4290","Josh Childs"
"3675","Josh Ellenbogen"
"14875","Josh Francis"
"10073","Josh Rushing"
"11010","Joshua A Smith"
"13377","Joshua Adams"
"17781","Joshua Booth"
"4468","Joshua Buckley"
"2729","Joshua C Miller"
"254","Joshua Cutchin"
"15135","Joshua Free"
"16299","Joshua Glick"
"13805","Joshua L. Rasmussen"
"13695","Joshua Marie Wilkinson"
"12461","Joshua Nall"
"16971","Joshua Nelson"
"7694","Joshua Scodel"
"2846","Joshua Shenk"
"125","Joshua Tayo Obi-Gbesan"
"6399","Joshua W. Seachris"
"12330","Joshua Wolf Shenk"
"10646","Joshua Z. Rappoport"
"13904","Josiane Rosse"
"171","Josie Di Sciascio-Andrews"
"10180","Josie Lawrence"
"17404","Joslin McKinney"
"17006","Joss Marsh"
"13399","Joss Whedon"
"19755","José Carlos Mainer Baqué"
"13700","José Manuel de Prada"
"6437","José Manuel Álvarez Flórez"
"12927","José Miguel Parra"
"157","Journal Queen"
"15007","Journalist Roy MacGregor"
"3332","Joy Books Hub"
"16015","Joy Cumming"
"20701","Joy Damousi"
"4034","Joy Fopiano"
"2180","Joy Hakim"
"13427","Joy Happy"
"12932","Joy Harjo"
"18957","Joy Higgs"
"4478","Joy Mills"
"9930","Joy Osmanski"
"11614","Joy Parr"
"13776","Joy Press"
"321","Joy V. Fuqua"
"717","Joyce Bethwane"
"2819","Joyce Carol Oates"
"5327","Joyce Kupsh and Rhonda Rhodes"
"7075","Joyce Meyer"
"18257","Joyce Morgenroth"
"20235","Joyce P. Kaufman"
"6398","Joyce Wai-Lan Sun"
"7489","Joyce Wallman"
"5830","Joyce, James"
"16045","Joyelle McSweeney"
"14814","Jozef Czescik"
"18047","Jozef Tretiak"
"926","Jp Kelly"
"13226","Jp Publishing"
"8709","Jr  Dale C Allison"
"6884","Jr  Delas M House"
"13973","Jr  Harry Y.  Jr McSween"
"12220","Jr  Joseph P Hradisky"
"16532","Jr  Kenneth Richard Strange"
"4612","Jr  Master Coloring Publishing"
"5689","Jr  Richard M Gieson"
"15429","Jr  Robert D. van Valin"
"9475","Jr  William F Pettit"
"5807","Jr  William Strunk"
"7056","Jr Paul T Sheets"
"1167","Jr Ward Edward Barcafer"
"1240","Jr.  Charles A. Stansfield"
"970","Jr.  Delas M. House"
"12243","Jr.  H. David Froning"
"14777","Jr.  J. Anderson Thomson"
"11813","Jr.  Joe McGinniss"
"6761","Jr.  John Johnson"
"18121","Jr.  John W. Murry"
"7861","Jr.  Michael J. Jacobson"
"7474","Jr.  Michael L. Boucher"
"7255","Jr.  Richard C. Lamb"
"6997","Jr.  Richard G. Jones"
"546","Jr. John Wolfe"
"7524","Jr.-Association for the Sociology of Religionand Liliane Voye-Universite Catholique de Louvain"
"15910","Jro-Verlag"
"8859","Juan Antonio Lopez Benedi"
"16811","Juan Carlos Alvarado"
"19494","Juan Carlos Postigo"
"2414","Juan Carlos Ruiz Franco"
"20120","Juan Cordoba Y Ordonez"
"6658","Juan Díaz de Atauri"
"18916","Juan Enriquez"
"15115","Juan Felipe Herrera"
"4215","Juan Goytisolo"
"7335","Juan José Portugal Tellería"
"5546","Juan Manuel Salmeron"
"20863","Juan Manuel Villalobos"
"7271","Juan Marcos Bejarano Gutierrez"
"12185","Juan Ortiz"
"1923","Juan Pablo Dabove"
"11106","Juan Pedro García del Campo"
"6879","Juan Pedropablo"
"6500","Juan Valera"
"6665","Juan Vernet"
"11724","Juanita Ford"
"9218","Juanita Lunderville"
"15529","Jude One"
"19499","Judge Eve Cohen ( Ellingwood )"
"6854","Judge Thomas Troward"
"6799","Judi P Peman"
"11419","Judi Stevenson"
"5869","Judi Thompson"
"19194","Judit Moschkovich"
"10701","Judith A. Deiro"
"19961","Judith A. Fabian"
"12693","Judith A. Muschla"
"20209","Judith A. Scott"
"15037","Judith A. Seachrist"
"11509","Judith A. Tyner"
"6959","Judith Amery"
"5142","Judith Ann Bazler"
"4585","Judith Atkinson"
"9498","Judith B Munday Ma M Ed"
"1257","Judith C. Kelly"
"16686","Judith Crow"
"14856","Judith Cullen"
"8799","Judith Dodge"
"6622","Judith Durrant"
"2619","Judith Gierut"
"12433","Judith Hoch"
"6152","Judith K Witherow"
"6484","Judith K. March"
"6481","Judith K. Walker-Wied"
"13119","Judith Kitchen"
"9246","Judith Kovacs"
"6986","Judith L. Pace"
"13206","Judith Laura"
"2021","Judith Li"
"5436","Judith Lieu"
"14465","Judith Listrom"
"4778","Judith R. Bush"
"4407","Judith S. Baughman"
"18403","Judith Sebesta"
"20702","Judith Smart"
"6865","Judith West"
"16735","Judith Yancey"
"11659","Judy F. Carr"
"9010","Judy Harris Helm"
"10745","Judy L Clarke"
"14643","Judy Lavender Nicholas"
"7497","Judy Lee Lupart"
"535","Judy Liedtke"
"18978","Judy Rasminsky"
"12670","Judy Richardson"
"10723","Judy Sternlight"
"10414","Juergen Kamm"
"5117","Juhani Rudanko"
"98","Jukka Aro"
"1857","Jukka Husu"
"14206","Jules Caron"
"3365","Jules Henri Poincare"
"262","Jules Older"
"18248","Jules Tasca"
"17451","Jules Verne"
"12815","Jules Vuillemin"
"7048","Juli Pereto"
"10923","Julia Abel"
"19219","Julia Aguirre"
"15104","Julia Briggs"
"947","Julia Conrad"
"4355","Julia Dalrymple"
"12900","Julia Evetts"
"10798","Julia Fisher"
"516","Julia Garstecki"
"19371","Julia Gottwald"
"1041","Julia H Cothron"
"5944","Julia Hobsbawm"
"5796","Julia I. Lane"
"20780","Julia Kindt"
"4197","Julia Kristeva"
"17192","Julia Listengarten"
"8635","Julia Murphy"
"10422","Julia Nikiel"
"17969","Julia Pfahl"
"17078","Julia Prest"
"15379","Julia Reinhard Lupton"
"8969","Julia Schluter"
"4193","Julia Watson"
"7179","Julian Alvin Carroll Chandler"
"13967","Julian B. Barbour"
"3854","Julian Barnes"
"10015","Julian Clary"
"9876","Julian Doyle"
"16355","Julian Elfer"
"9603","Julian Fellowes"
"10319","Julian Friedmann"
"16712","Julian Lewis Jones"
"17272","Julian M Perea"
"11022","Julian S. Huxley"
"1130","Julian Thomlinson"
"2879","Julian Waterfield"
"14174","Juliana Barone"
"3796","Juliana Texley"
"5208","Juliana Tolulope Akinbami"
"16439","Juliane Stubenrauch"
"16947","Julie Ann Fay"
"16614","Julie Cain"
"3356","Julie Cline"
"15317","Julie Cohen"
"3724","Julie Doyle"
"17138","Julie Fain Lawrence-Edsell"
"11806","Julie Hanlon Rubio"
"948","Julie Harwood"
"20586","Julie Hesmondhalgh"
"16648","Julie Kailin"
"7850","Julie Landsman"
"1475","Julie M. Wood"
"4198","Julie Marie Wade"
"15300","Julie O'Yang"
"9000","Julie Pallant"
"14514","Julie Plec"
"757","Julie Rathsack"
"1390","Julie Robin Solomon"
"1695","Julie S Mair"
"8932","Julie Swarstad Johnson"
"2578","Julie Thompson Klein"
"9571","Julie Walters"
"19151","Julien Mailland"
"17949","Juliet Guzzetta"
"4623","Juliet McMaster"
"19334","Juliet Mullins"
"1378","Julio Cortazar"
"7517","Julius Caesar"
"4277","Julius Erving"
"5025","Julius Evola"
"10544","Julius Wiedemann"
"1185","July Miranda"
"2022","Jun Xing"
"11897","June Bingham"
"9618","June Brown"
"4663","June M Lawrence"
"16672","June Namias"
"2258","June Price"
"12937","June Raleigh"
"6681","June Rye"
"10271","June Whitfield"
"19604","Jung Young Lee"
"7730","Junior Mendez Mkt Mba"
"3860","Junior Mendez Phd"
"5512","Junjun Chen"
"14016","Junko Yoshida"
"15913","Jurgen Deiters"
"13503","Jurgen Kovacs"
"6966","Jurgen Renn"
"13331","Justin Ashley"
"5606","Justin Bronson Barringer"
"13963","Justin Drerup"
"6088","Justin E. H. Smith"
"16794","Justin Finch"
"6123","Justin Grosslight"
"14260","Justin Hocking"
"7629","Justin L. Barrett"
"20640","Justin Lebrun"
"10479","Justin Lee Collins"
"14519","Justin Lewis"
"16594","Justin Nuger"
"978","Justin O'Brien"
"17037","Justin Peck"
"9669","Justin Richards"
"5896","Justin Taylor"
"13121","Justin Van Kleek"
"9119","Justina Ray"
"15766","Justine Afra Huxley"
"10075","Justine Eyre"
"4480","Justo L Gonzalez"
"19078","Justyna Leszko"
"18991","Jutta von Maurice"
"10662","Juvenal Ndayiragije"
"4166","Jörg Zittlau"
"2138","Jürg Fleischer"
"13415","K A Kitchen"
"8513","K C Hanson"
"3146","K Graham Hawk"
"11306","K H Huggins"
"1472","K J O'Hara"
"6521","K M Robinson"
"14711","K M Sweet"
"3018","K R"
"18985","K Ranga Rama Krishnan"
"3949","K. F. Riley"
"9097","K. H. Head"
"16374","K. Hume"
"18603","K. Kevyne Baar"
"5123","K. Leffel"
"8847","K. M. Coleman"
"13060","K. Mendes"
"6592","K. Oberhuber"
"15708","K. Randle"
"2464","K. Safir"
"15455","K. Schibsbye"
"12789","K. Scott Oliphint"
"18133","K. Sieg"
"2919","K. Wardle"
"17966","K. Wetmore Jr."
"16837","K.L Cook"
"6415","KURZWEIL RAY"
"7927","Kaat Wils"
"10091","Kabelo Lebotse"
"14057","Kady Karinas"
"8632","Kahdeidra MonA (c)t Martin"
"11006","Kahlil Gibran"
"6470","Kaia A. Tollefson"
"20925","Kailin Wright"
"12383","Kailyn Lowry"
"17229","Kaite O'Reilly"
"560","Kaja Kaluzynska"
"15819","Kalman Toth M a M Phil"
"19159","Kalmia Kniel"
"5542","Kamal Davar"
"6009","Kanai Callow"
"17953","Kanchuka Dharmasiri"
"7613","Kanta Dihal"
"10575","Kaori Yuki"
"17705","Kapon Editions"
"18675","Kar Ta"
"12149","Kara Lockharte"
"20739","Kara Reilly"
"19428","Karan Vickers-Hulse"
"13577","Kareem Khubchandani"
"12106","Karen A. Bosch"
"5964","Karen Ang-Manaig"
"2727","Karen Armstrong"
"6885","Karen Baldwin"
"18089","Karen Bassi"
"5926","Karen Bennett"
"20303","Karen Britland"
"3998","Karen Buckingham Miller"
"14836","Karen C. Fuson"
"225","Karen Cannard"
"19700","Karen Carlisi"
"9481","Karen Celis"
"6637","Karen Cerwin"
"14284","Karen Cesario Rizzo"
"2575","Karen Collins"
"13094","Karen De Clercq"
"2880","Karen Dean"
"3212","Karen Durrie"
"9005","Karen Erickson"
"7647","Karen Eriksen"
"19860","Karen Foster"
"3151","Karen Frazier"
"32","Karen French"
"11645","Karen Fuson"
"14718","Karen Garrod"
"14849","Karen Goodnough"
"7814","Karen Gregory"
"10226","Karen Gutherie"
"6483","Karen H. Peters"
"6695","Karen Harvey"
"14844","Karen Haynes"
"8453","Karen Heisinger"
"17098","Karen Henson"
"20020","Karen Hess"
"15145","Karen J Bun"
"6886","Karen K Christoffersen"
"1190","Karen Karp"
"8705","Karen Kilby"
"5868","Karen Laven"
"12842","Karen Lentz Madison"
"3203","Karen Liebreich"
"12871","Karen Littleton"
"824","Karen Lury"
"13861","Karen M Hubert"
"19218","Karen Mayfield-Ingram"
"19394","Karen Morrison"
"13141","Karen Mossey"
"12097","Karen N. Nemeth"
"15204","Karen Panetta"
"11965","Karen Pearlman"
"20825","Karen Petersen Wirth"
"13745","Karen Piper"
"13361","Karen Racine"
"15244","Karen Rook"
"285","Karen Ross"
"16857","Karen S. Louis"
"19803","Karen Schnitzspahn"
"893","Karen Schweitzer"
"14222","Karen Sevaly"
"16637","Karen Simmons"
"10276","Karen Sinotok"
"2678","Karen Stevens"
"116","Karen Swain"
"14855","Karen Tulloch"
"12884","Karen Vincett"
"14298","Karestin Harrison"
"16479","Kari Schultz"
"8015","Karin Hannes"
"1981","Karin J Gunderson"
"19744","Karin S. Hendricks"
"3082","Karin Sanders"
"20561","Karina Longworth"
"243","Karina Machado"
"12288","Karine Rashkovsky"
"2702","Karl Barth"
"14612","Karl Brugmann"
"1752","Karl Georg Schilling"
"2690","Karl H. Peschke"
"10983","Karl Inglesias"
"17059","Karl J Niemiec"
"6187","Karl Kautsky"
"19360","Karl Koenig"
"13990","Karl Kraus"
"1674","Karl Marx"
"19160","Karl Matthews"
"9225","Karl O. Stetter"
"3004","Karl P. N. Shuker"
"15641","Karl Pearson"
"9632","Karl Pilkington"
"14155","Karl Popper"
"5663","Karl R. Stromberg"
"15930","Karl Rahner"
"6442","Karl Reichl"
"3013","Karl Shuker"
"1950","Karl Terzaghi"
"9090","Karl-Eric Reif"
"7494","Karla Smart (Concordia College USA)"
"20337","Karma Waltonen"
